scenario,real_time_plot,lateral_angle_range,drag_speed,wiggle_time,servo_speed,extraction_height,wiggle frequency,insertion_angle,wiggle_amplitude
turtle,True,45.0,2.5,2.0,0.2,10.0,10.0,45.0,1.0
time,turtle_state,Motor_Velocity_Left,Motor_Velocity_Right,Servo_Postion_Left,Servo_Position_Right,Motor_Position_Left,Motor_Position_Right,Motor_Torque_Left,Motor_Torque_Right,OptitrackPosition_x,OptitrackPosition_y,OptitrackPosition_z,OptitrackOrientation_x,OptitrackOrientation_y,OptitrackOrientation_z,OptitrackOrientation_w
0.008701086044311523,0,0,0,100.0,23.0,0.12166385123917992,1.1985183643349,-0.011916467919945717,0.010611490346491337,0,0,0,0,0,0,0
0.012309074401855469,0,0,0,100.0,23.0,0.12166385123917992,1.1985183643349,-0.011916467919945717,0.010611490346491337,0,0,0,0,0,0,0
0.014945745468139648,0,0,0,100.0,23.0,0.12166385123917992,1.1985183643349,-0.011916467919945717,0.010611490346491337,0,0,0,0,0,0,0
0.019689559936523438,0,0,0,94.0,23.0,0.12166385123917992,1.1985183643349,-0.011916467919945717,0.010611490346491337,0,0,0,0,0,0,0
0.021689891815185547,0,0,0,94.0,23.0,0.04587561293770496,1.2596379113522185,-1.191009521484375,0.6060826778411865,0,0,0,0,0,0,0
0.022810935974121094,0,0,0,94.0,23.0,-0.06022073600108909,1.355739410868273,-0.4533359110355377,-0.46920424699783325,0,0,0,0,0,0,0
0.026836633682250977,0,0,0,94.0,23.0,-0.06022073600108909,1.355739410868273,-0.4533359110355377,-0.46920424699783325,0,0,0,0,0,0,0
0.03294873237609863,0,0,0,94.0,23.0,-0.057056900626074956,1.4066483982662277,-0.7244750261306763,-0.6770002841949463,0,0,0,0,0,0,0
0.034653663635253906,0,0,0,94.0,23.0,-0.047098009729723646,1.4609009844127767,-1.0095187425613403,-0.8330405354499817,0,0,0,0,0,0,0
0.035744428634643555,0,0,0,94.0,23.0,-0.04163320317288105,1.4551485564582056,-1.0234233140945435,-0.48774364590644836,0,0,0,0,0,0,0
0.036834716796875,0,0,0,94.0,23.0,-0.048967548814959266,1.3816253366638431,-0.9149262309074402,0.09898827224969864,0,0,0,0,0,0,0
0.03831052780151367,0,0,0,94.0,23.0,-0.05360544385333226,1.3680352256211687,-0.7465263605117798,0.10439560562372208,0,0,0,0,0,0,0
0.042031288146972656,0,0,0,94.0,23.0,-0.05360544385333226,1.3680352256211687,-0.7465263605117798,0.10439560562372208,0,0,0,0,0,0,0
0.043627023696899414,0,0,0,94.0,23.0,-0.05065732452661455,1.3633254252333635,-0.8647152781486511,0.09203597903251648,0,0,0,0,0,0,0
0.046628475189208984,0,0,0,94.0,23.0,-0.051807810117528774,1.3602334952077817,-0.8423134684562683,0.0750415027141571,0,0,0,0,0,0,0
0.048393964767456055,0,0,0,94.0,23.0,-0.05234710023826982,1.360413258581362,-0.6653739213943481,-0.1134849414229393,0,0,0,0,0,0,0
0.05570173263549805,0,0,0,94.0,23.0,-0.05234710023826982,1.360413258581362,-0.6653739213943481,-0.1134849414229393,0,0,0,0,0,0,0
0.05678987503051758,0,0,0,94.0,23.0,-0.05241900558770196,1.3585077668214103,-0.6599666476249695,-0.08567579090595245,0,0,0,0,0,0,0
0.06341004371643066,0,0,0,94.0,23.0,-0.05241900558770196,1.3580403820501012,-0.6599666476249695,-0.09649046510457993,0,0,0,0,0,0,0
0.06553149223327637,0,0,0,94.0,23.0,-0.05241900558770196,1.3580403820501012,-0.6599666476249695,-0.09649046510457993,0,0,0,0,0,0,0
0.06701874732971191,0,0,0,94.0,23.0,-0.05036970312888599,1.3182407711394122,-0.3284896910190582,-0.043274082243442535,0,0,0,0,0,0,0
0.07261371612548828,0,0,0,94.0,23.0,-0.05036970312888599,1.307311158025727,-0.3284896910190582,-0.007740185130387545,0,0,0,0,0,0,0
0.07367968559265137,0,0,0,94.0,23.0,-0.05036970312888599,1.307311158025727,-0.3284896910190582,-0.007740185130387545,0,0,0,0,0,0,0
0.07510709762573242,0,0,0,94.0,23.0,-0.04961469695984853,1.2968489296833507,-0.33389702439308167,0.021613910794258118,0,0,0,0,0,0,0
0.07723259925842285,0,0,0,94.0,23.0,-0.048284447995353946,1.2890831519446797,-0.19017411768436432,-0.07576033473014832,0,0,0,0,0,0,0
0.0793309211730957,0,0,0,94.0,23.0,-0.045480139367500505,1.282108333049762,-0.23266030848026276,0.004577189683914185,0,0,0,0,0,0,0
0.08530306816101074,0,0,0,94.0,23.0,-0.047781110549328966,1.277362579987241,-0.1515503078699112,0.01848176121711731,0,0,0,0,0,0,0
0.08908390998840332,0,0,0,94.0,23.0,-0.047781110549328966,1.277362579987241,-0.1515503078699112,0.01848176121711731,0,0,0,0,0,0,0
0.09232664108276367,0,0,0,94.0,23.0,-0.04734967845273613,1.2620467405581952,-0.003965436480939388,-0.09125210344791412,0,0,0,0,0,0,0
0.09571290016174316,0,0,0,94.0,23.0,-0.04734967845273613,1.2473780492740387,-0.003965436480939388,0.06015323847532272,0,0,0,0,0,0,0
0.09799027442932129,0,0,0,94.0,23.0,-0.04734967845273613,1.2451849361163585,-0.003965436480939388,0.06169818714261055,0,0,0,0,0,0,0
0.09932994842529297,0,0,0,94.0,23.0,-0.04483299122261125,1.2378865431489963,0.10963130742311478,-0.048036351799964905,0,0,0,0,0,0,0
0.10309433937072754,0,0,0,94.0,23.0,-0.039547948039349,1.2243683374557541,0.09495427459478378,0.03616355359554291,0,0,0,0,0,0,0
0.10475492477416992,0,0,0,94.0,23.0,-0.039547948039349,1.2243683374557541,0.09495427459478378,0.03616355359554291,0,0,0,0,0,0,0
0.10883069038391113,0,0,0,94.0,23.0,-0.039547948039349,1.2243683374557541,0.09495427459478378,0.03616355359554291,0,0,0,0,0,0,0
0.11066293716430664,0,0,0,94.0,23.0,-0.026964511888724604,1.214049919812242,0.1421172022819519,-0.052713457494974136,0,0,0,0,0,0,0
0.11208009719848633,0,0,0,94.0,23.0,-0.011217240363086068,1.206859384869028,-0.013150505721569061,-0.03803640604019165,0,0,0,0,0,0,0
0.11446976661682129,0,0,0,94.0,23.0,-0.011217240363086068,1.206859384869028,-0.013150505721569061,-0.03803640604019165,0,0,0,0,0,0,0
0.11813640594482422,0,0,0,94.0,23.0,-0.011217240363086068,1.206859384869028,-0.013150505721569061,-0.03803640604019165,0,0,0,0,0,0,0
0.11949706077575684,0,0,0,94.0,23.0,0.0042424101305534295,1.1975476421175661,0.09967333823442459,-0.12614093720912933,0,0,0,0,0,0,0
0.12079119682312012,0,0,0,94.0,23.0,0.012403668388289813,1.1915075927652665,0.009293622337281704,-0.08442722260951996,0,0,0,0,0,0,0
0.12317943572998047,0,0,0,94.0,23.0,0.017580853547403852,1.1876966092453631,0.018563328310847282,-0.04503093659877777,0,0,0,0,0,0,0
0.1254124641418457,0,0,0,94.0,23.0,0.017580853547403852,1.1876966092453631,0.018563328310847282,-0.04503093659877777,0,0,0,0,0,0,0
0.1270143985748291,0,0,0,94.0,23.0,0.03559314504307286,1.1679945435009569,0.04332488775253296,-0.06515756249427795,0,0,0,0,0,0,0
0.12809348106384277,0,0,0,94.0,23.0,0.0404108034550262,1.1623140208958178,0.02169555053114891,0.001275390386581421,0,0,0,0,0,0,0
0.12980437278747559,0,0,0,94.0,23.0,0.0404108034550262,1.1623140208958178,0.02169555053114891,0.001275390386581421,0,0,0,0,0,0,0
0.13145160675048828,0,0,0,94.0,23.0,0.0404108034550262,1.1623140208958178,0.02169555053114891,0.001275390386581421,0,0,0,0,0,0,0
0.13434982299804688,0,0,0,94.0,23.0,0.055187355689167016,1.1467824654184757,0.11443498730659485,-0.12777037918567657,0,0,0,0,0,0,0
0.13805222511291504,0,0,0,94.0,23.0,0.061371215740331005,1.1407064633914599,0.05340936407446861,-0.044342946261167526,0,0,0,0,0,0,0
0.14418792724609375,0,0,0,94.0,23.0,0.07722634529011775,1.1244199017450804,0.08744063973426819,-0.07837414741516113,0,0,0,0,0,0,0
0.14683318138122559,0,0,0,94.0,23.0,0.07722634529011775,1.1244199017450804,0.08744063973426819,-0.07837414741516113,0,0,0,0,0,0,0
0.14845752716064453,0,0,0,94.0,23.0,0.08225971975036751,1.1155755437649273,0.06812873482704163,-0.011941195465624332,0,0,0,0,0,0,0
0.15053200721740723,0,0,0,94.0,23.0,0.08984573411545822,1.1098950211597882,-0.04697021469473839,0.029000047594308853,0,0,0,0,0,0,0
0.15177273750305176,0,0,0,94.0,23.0,0.09718007975753644,1.1033516343614636,-0.05778488144278526,0.07071375846862793,0,0,0,0,0,0,0
0.15340042114257812,0,0,0,94.0,23.0,0.11156114964396432,1.0872088834139482,0.016415370628237724,0.037455037236213684,0,0,0,0,0,0,0
0.156463623046875,0,0,0,94.0,23.0,0.1374830281142506,1.0611431942447975,-0.00439915806055069,0.008831173181533813,0,0,0,0,0,0,0
0.15925812721252441,0,0,0,94.0,23.0,0.14244449722506822,1.0579074535203514,-0.01521382573992014,0.011921078898012638,0,0,0,0,0,0,0
0.16322779655456543,0,0,0,94.0,23.0,0.151612429277666,1.047912609949284,0.09374764561653137,-0.04837498441338539,0,0,0,0,0,0,0
0.16462016105651855,0,0,0,94.0,23.0,0.151612429277666,1.047912609949284,0.09374764561653137,-0.04837498441338539,0,0,0,0,0,0,0
0.16687297821044922,0,0,0,94.0,23.0,0.15779628932882997,1.0416208918739718,0.02885964885354042,-0.04219517111778259,0,0,0,0,0,0,0
0.1711127758026123,0,0,0,94.0,23.0,0.16142750947515302,1.0373425235827596,0.04430917277932167,-0.009751170873641968,0,0,0,0,0,0,0
0.17284536361694336,0,0,0,94.0,23.0,0.17728263902493976,1.0178921265613659,0.05825589597225189,-0.0453273206949234,0,0,0,0,0,0,0
0.17677760124206543,0,0,0,94.0,23.0,0.1828193509312145,1.0134339948965732,0.025039423257112503,0.004883632063865662,0,0,0,0,0,0,0
0.1784970760345459,0,0,0,94.0,23.0,0.20575715740006698,0.9898849929575475,0.0281720831990242,-0.040734708309173584,0,0,0,0,0,0,0
0.18317556381225586,0,0,0,94.0,23.0,0.21992251123819845,0.9773015568069231,0.1255461573600769,-0.08403562009334564,0,0,0,0,0,0,0
0.18711566925048828,0,0,0,94.0,23.0,0.21992251123819845,0.9773015568069231,0.1255461573600769,-0.08403562009334564,0,0,0,0,0,0,0
0.188309907913208,0,0,0,94.0,23.0,0.23415977042576205,0.9654731268253361,0.006584823597222567,-0.016830191016197205,0,0,0,0,0,0,0
0.19131159782409668,0,0,0,94.0,23.0,0.24030767780220996,0.9606914210880989,-0.03899127244949341,0.010978952050209045,0,0,0,0,0,0,0
